Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Proximity_to_Industrial_Areas,Population_Density,Air Quality
-0.03408041154081752,-0.690715340918067,-0.6085893223722697,-0.45045750088443803,-0.8445812629429222,-0.12177626832698081,0.4023026350195451,-0.588658459030567,-1.1681628436532268,2
-0.25729505354250226,0.3495072127914679,-0.7267055383145364,-0.6588942909741653,0.4933291787472544,-0.04758758745714648,0.2557749914404967,-0.6717475423603732,0.7435975288236634,2
-1.0311058124816759,0.2927678007709483,0.26709986478591513,0.13097143989216964,-0.22621929409452135,0.38270676158789263,0.23745903599311563,-0.8933184312398562,0.7959745253298796,2
-0.4358667671438499,-1.9515911635962915,-0.5719325657005317,-0.8746446526459882,-1.45170028690317,-0.7004479791116884,-0.6417068254811741,0.7407668742463321,0.3507700550270421,0
-0.525152623944524,0.040592636235303396,-0.5393487819923202,-0.519936430914347,-0.50729291629834,-0.6559347705897879,-0.8981302017445084,1.1839086520052984,-1.272916836665659,0
1.3944932972699644,1.6734268266036036,-0.22572986380078422,0.19313679833998315,1.853725510213736,1.1691067788081364,0.5854621894933556,-1.4749420145484997,1.1560663763101158,1
1.7367557483392149,0.7845093716154558,-0.7511433760956951,-0.5272500024964427,0.5270580134117128,0.39754449776185946,0.5488302785985936,-1.0594965978994688,1.555440974670014,3
0.14449130206053015,-0.6591934453511114,-0.6167352682993226,-0.49068214458596426,-0.24870518387082677,0.5310841233275613,-0.22043985019141027,-0.588658459030567,-0.3563193978068761,2
-0.09360431607460043,1.4969042114286524,-0.40086770123242116,-0.27493178291414133,2.101070297753097,0.26400487219615787,0.9700972538883569,-0.8379257090199854,-0.07479304158596421,3
0.47187277699633484,0.6584217893476333,-0.36828391752420964,-0.21276642446632796,0.6282445174050872,0.7833256382849981,0.34735476867740195,-0.9764075145696625,0.2460160620146098,3
-0.5549145762114152,-0.27462631943425275,-0.7674352679498009,-0.903898938974371,-0.9120389322718384,-0.6114215620678872,-1.191185488902605,1.2669977353351047,0.20673331463494768,0
0.36770594406221485,-1.1887612908759655,-0.7552163490592215,-0.7210596494219786,-0.5410217509627978,1.3768350852436728,0.054299481519305526,-0.6994439034703084,0.14126206900217747,2
-1.4924160726184912,-1.0563693294947523,-0.6696839168251663,-0.6332967904368303,-0.03508923099592442,-0.5075574088501192,-0.75160255816546,0.49149962425691346,0.26565743570444084,0
-0.2126521251421652,-1.0311518130411874,0.35670526998349683,0.13828501147426542,-0.3611346327523542,-0.8191498685034233,-0.8798142462971273,0.7130705131363968,0.06924369880613024,0
-1.1501536215492412,0.6584217893476333,-0.6371001331169548,-0.666207862556261,-1.0357113260415187,-0.5520706173720198,-0.5867589591390309,0.5468923464767845,-1.7377626806583275,0
0.2933010633949866,0.5575517235333757,0.09196202735427814,-0.011643205958696362,0.12231199743821382,0.26400487219615787,-0.037280295717599735,-0.14551668127160042,-0.3497722732435991,2
-1.0608677647485676,0.33689845456468637,-0.6371001331169548,-0.7247164352130264,-0.9007959873836859,-0.9378517578951583,-0.9897099789814137,1.6547467908742006,-0.9062778611221458,0
1.1266357268679432,0.7025524431413713,0.3241214862752854,0.964718600251079,2.280957415963541,0.5459218595015282,0.6404100558354988,-1.1979784034491459,0.4096941760965353,3
0.6950874189980195,-0.678106582691285,-0.4538163497582649,-0.5309067882874906,0.23474144631974125,-0.4333687279802849,0.035983526071924475,-0.6440511812504378,-0.39560214518653825,2
1.1563976791348338,1.711253101283951,-0.7959460786944859,-0.20545285288423218,1.2016347067008772,0.24916713602219082,-0.6783387363759361,-0.20090940349147127,2.0006454449728515,3
-0.3614618864766217,-1.6363722079267353,-0.6778298627522191,-0.5784450035711126,0.4820862338591015,-0.09210079597904691,-0.9713940235340326,-0.11782032016166513,-1.0437674769509633,2
-0.3614618864766217,0.4692904159458996,-0.6656109438616398,-0.7064325062577872,-1.9463898619818911,-1.2346064813744957,-0.8431823354023652,1.6547467908742006,0.1478091935654545,0
-0.6590814091455346,-0.7411503738251962,-0.804092024621539,-1.1050221574820027,-0.12503279010114643,-0.8191498685034233,-0.9530780680866515,0.43610690203704283,0.25256318657788684,0
-0.8078911704799911,-1.3652839060509172,-0.48232716050295,-0.5418771456606342,-0.3498916878642013,-0.8043121323294565,-0.8614982908497463,0.7684632353562675,-0.23847115566788973,0
-0.5697955523448611,-1.2707182193500504,-0.8000190516580123,-1.0318864416610458,-0.3948634674168125,-1.1455800643306944,-1.0263418898761758,2.624119429721939,0.5471837919253527,0
-1.105510693148904,-0.5015839675163333,-0.15241635045730834,-0.3261267839888112,-0.9907395464889075,-0.7746366599815228,-1.0446578453235567,0.8515523186860738,-1.1354272208368417,0
